CET,Temperatura maxC,Temperatura mediaC,Temperatura minC,Punto di rugiadaC,MeanDew PointC,Min DewpointC,Max Umidità, Mean Umidità, Min Umidità, Max Pressione a livello del marehPa, Mean Pressione a livello del marehPa, Min Pressione a livello del marehPa, Max VisibilitàKm, Mean VisibilitàKm, Min VisibilitàkM, Max Velocità del ventoKm/h, Mean Velocità del ventoKm/h, Max Velocità RafficaKm/h,Precipitazionimm, CloudCover, Eventi,WindDirDegrees
2012-3-23,21,13,5,5,3,1,81,56,27,1028,1025,1023,10,10,10,8,5,,0.00,1,,307
2012-3-24,21,12,4,6,3,1,93,57,28,1024,1023,1021,,,,8,5,,0.00,,,42
2012-3-25,21,12,4,6,3,1,93,58,28,1027,1025,1023,10,10,10,10,3,,0.00,2,,1
2012-3-26,22,13,4,4,2,-1,81,50,22,1028,1027,1025,,,,10,5,,0.00,,,299
2012-3-27,22,13,5,4,2,0,81,49,27,1029,1027,1024,,,,8,3,,0.00,,,303
2012-3-28,23,13,3,4,2,0,87,50,22,1027,1025,1021,,,,8,3,,0.00,,,296
2012-3-29,25,16,6,5,2,-1,81,45,18,1021,1016,1011,,,,10,5,,0.00,,,277
2012-3-30,26,16,6,4,-1,-5,81,38,16,1012,1009,1007,10,10,10,16,6,,0.00,3,,3
2012-3-31,24,16,7,10,1,-5,82,38,18,1009,1006,1002,10,10,10,13,8,,0.00,4,,250
2012-4-1,20,11,2,9,4,-2,100,63,23,1014,1007,1004,10,10,8,13,5,,0.00,4,Nebbia,91
2012-4-2,15,12,9,4,-1,-2,62,44,31,1015,1013,1011,10,10,10,6,3,,0.00,6,,67
2012-4-3,15,12,9,8,5,2,82,60,51,1011,1010,1009,10,10,8,8,3,,0.00,6,Pioggia,358
2012-4-4,13,11,10,12,10,8,100,94,82,1010,1009,1008,10,5,1,8,5,,0.00,7,Pioggia,340
2012-4-5,14,11,9,12,10,9,100,93,82,1009,1008,1007,10,8,3,10,6,,0.00,7,Nebbia-Pioggia,356
2012-4-6,19,12,5,11,9,5,100,78,52,1009,1007,1005,10,10,8,10,5,,0.00,4,Nebbia-Temporale,179
2012-4-7,18,13,8,12,9,7,100,78,59,1006,1002,998,10,10,8,10,3,,0.00,6,Pioggia-Temporale,87
2012-4-8,16,11,6,8,-2,-13,100,55,15,1011,1003,999,10,10,10,23,8,,0.00,3,Nebbia,17
2012-4-9,13,7,0,3,1,-2,100,67,41,1013,1012,1010,10,10,10,8,3,,0.00,4,,164
2012-4-10,13,9,5,6,2,-1,93,68,41,1012,1011,1007,10,9,3,8,5,,0.00,5,Pioggia,62
2012-4-11,10,8,2,7,5,1,100,92,81,1007,1002,999,10,6,3,16,6,,0.00,7,Pioggia,340
2012-4-12,17,8,-1,9,3,-1,100,73,32,1005,1003,1002,10,9,6,11,5,,0.00,4,Nebbia-Pioggia-Temporale,99
2012-4-13,15,11,8,9,7,4,100,83,51,1004,1002,999,10,9,4,11,6,,0.00,5,Pioggia,354
2012-4-14,14,11,8,10,8,7,100,88,67,1000,997,996,10,9,4,10,5,,0.00,6,Nebbia-Pioggia,311
2012-4-15,11,9,8,9,8,7,100,93,87,1003,999,996,10,9,6,10,6,,0.00,7,Pioggia,1
2012-4-16,15,11,7,10,8,7,100,83,59,1008,1005,1003,10,10,9,6,3,,0.00,6,Nebbia-Pioggia,319
2012-4-17,17,12,7,7,3,-4,93,55,31,1009,1007,1004,10,10,10,8,5,,0.00,3,Nebbia,71
2012-4-18,10,8,6,7,6,3,93,80,62,1004,999,996,10,10,6,14,6,,0.00,5,Pioggia,12
2012-4-19,11,8,5,8,6,4,93,87,71,997,996,995,10,10,7,8,5,,0.00,5,,346
2012-4-20,15,11,7,8,6,4,100,79,54,1002,999,997,10,10,5,11,5,,0.00,4,Pioggia-Temporale,31
2012-4-21,18,10,2,9,5,2,100,72,42,1007,1005,1003,10,10,10,10,3,,0.00,4,Pioggia-Temporale,91
2012-4-22,19,14,10,9,4,-6,94,61,18,1010,1007,1006,10,10,10,13,5,,0.00,4,Temporale,325
2012-4-23,15,11,8,9,7,5,94,79,55,1010,1008,1005,10,9,3,11,6,,0.00,6,Pioggia-Temporale,39
2012-4-24,17,11,6,9,7,3,93,76,42,1006,1001,997,10,9,3,16,6,,0.00,6,Pioggia-Temporale,59
2012-4-25,17,10,3,9,6,3,100,71,51,1016,1011,1006,10,10,10,11,3,,0.00,5,Nebbia-Pioggia,150
2012-4-26,17,13,11,9,7,5,82,65,52,1022,1019,1016,10,10,10,6,3,,0.00,5,,277
2012-4-27,23,17,10,11,8,7,87,62,40,1022,1021,1019,10,10,10,8,5,,0.00,3,,291
2012-4-28,25,17,9,14,11,8,94,64,38,1020,1018,1016,10,10,10,8,2,,0.00,3,,63
2012-4-29,20,17,13,13,12,9,94,72,56,1018,1017,1014,10,9,4,8,5,,0.00,6,Pioggia,23
2012-4-30,18,14,10,14,12,10,100,88,68,1018,1017,1015,10,8,4,10,5,,0.00,6,Pioggia,350
2012-5-1,15,14,13,14,12,10,100,91,72,1018,1016,1015,10,7,1,11,3,,0.00,7,Nebbia-Pioggia-Temporale,349
2012-5-2,19,16,11,12,11,9,100,82,56,1018,1016,1014,10,9,4,8,3,,0.00,5,,243
2012-5-3,22,14,7,13,9,6,100,74,38,1014,1011,1008,10,10,9,10,3,,0.00,,Nebbia,211
2012-5-4,20,13,6,12,10,6,100,78,56,1010,1009,1007,10,10,10,10,3,,0.00,3,Nebbia,184
2012-5-5,20,16,11,12,11,9,94,78,60,1010,1009,1007,10,10,7,10,5,,0.00,6,Pioggia-Temporale,76
2012-5-6,19,14,11,12,10,8,94,77,49,1013,1011,1009,10,10,10,11,5,,0.00,5,,356
2012-5-7,23,14,6,11,8,3,100,67,29,1018,1015,1013,10,10,8,8,3,,0.00,2,Nebbia,17
2012-5-8,21,16,10,12,11,8,94,72,46,1020,1019,1018,10,10,9,10,3,,0.00,5,Pioggia,20
2012-5-9,22,17,12,13,11,10,94,69,46,1022,1020,1018,10,10,10,14,2,,0.00,4,,223
2012-5-10,26,18,10,15,12,10,100,70,44,1025,1024,1022,,,,8,2,,0.00,,,293
2012-5-11,29,21,13,15,13,12,94,64,37,1027,1025,1023,10,10,10,6,3,,0.00,,Nebbia,337
2012-5-12,29,22,15,17,14,9,88,62,39,1024,1019,1015,10,10,10,10,3,,0.00,5,,334
2012-5-13,22,14,7,14,8,3,87,65,31,1020,1018,1014,10,10,8,13,8,,0.00,5,Pioggia,67
2012-5-14,19,11,3,7,4,3,100,65,35,1020,1016,1012,10,10,10,8,3,,0.00,1,Nebbia,265
2012-5-15,21,13,6,10,7,3,87,59,40,1013,1010,1006,10,10,10,11,5,,0.00,2,Pioggia,143
2012-5-16,19,14,10,9,-7,-10,82,24,14,1019,1013,1007,10,10,10,26,14,,0.00,1,,333
2012-5-17,19,12,6,3,-4,-8,66,32,18,1019,1019,1017,,,,13,8,,0.00,,,351
2012-5-18,20,14,8,5,2,-2,71,43,24,1018,1016,1015,10,10,10,6,3,,0.00,5,,91
2012-5-19,19,12,5,10,6,3,87,64,42,1017,1017,1016,10,10,10,8,3,,0.00,6,Pioggia,319
2012-5-20,18,14,11,13,11,9,94,85,59,1016,1013,1009,10,6,2,11,3,,0.00,6,Pioggia,360
2012-5-21,13,11,10,11,11,9,100,94,88,1008,1005,1003,10,6,2,10,5,,0.00,7,Pioggia,358
2012-5-22,21,16,10,12,11,9,100,75,49,1010,1007,1006,10,10,10,10,3,,0.00,4,,223
2012-5-23,26,19,12,17,13,11,94,70,42,1018,1013,1010,10,10,10,10,2,,0.00,4,,248
2012-5-24,29,21,14,15,12,9,94,60,29,1019,1017,1016,10,10,10,11,3,,0.00,3,,275
2012-5-25,26,20,15,14,12,9,88,58,41,1018,1016,1014,10,10,10,10,5,,0.00,3,Temporale,90
2012-5-26,24,20,17,14,11,8,77,56,38,1019,1017,1016,10,10,10,8,5,,0.00,3,Pioggia,100
2012-5-27,23,19,16,13,11,7,77,59,38,1019,1017,1015,10,10,10,8,3,,0.00,6,Pioggia,39
2012-5-28,24,18,12,13,12,11,94,68,44,1017,1014,1012,10,10,10,8,3,,0.00,4,Nebbia-Pioggia,245
2012-5-29,28,20,12,14,11,8,100,59,30,1014,1012,1011,10,10,10,10,3,,0.00,1,,206
2012-5-30,27,19,12,16,13,11,94,66,44,1018,1016,1014,10,10,10,8,3,,0.00,3,,211
2012-5-31,26,20,14,16,14,13,94,71,50,1020,1017,1016,10,9,7,8,3,,0.00,2,,196
2012-6-1,27,20,14,18,16,13,94,74,51,1016,1014,1012,10,9,8,14,5,,0.00,4,,208
2012-6-2,26,20,14,17,16,13,100,76,57,1016,1015,1014,10,10,10,10,3,,0.00,4,,180
2012-6-3,24,20,17,17,16,14,94,78,61,1016,1013,1010,10,10,10,11,3,,0.00,5,Pioggia,150
2012-6-4,24,19,15,18,14,12,100,74,50,1010,1008,1007,10,9,3,10,5,,0.00,5,Pioggia,340
2012-6-5,26,18,10,14,9,3,100,55,24,1013,1011,1010,10,10,10,8,3,,0.00,1,,247
2012-6-6,25,18,12,15,13,11,94,68,47,1013,1012,1011,10,10,10,8,2,,0.00,5,,129
2012-6-7,22,19,17,17,16,15,94,83,73,1013,1013,1012,10,10,6,6,2,,0.00,6,Pioggia,230
2012-6-8,23,20,17,17,16,15,100,77,61,1013,1012,1012,10,10,10,10,3,,0.00,6,Pioggia,339
2012-6-9,26,21,17,18,17,15,100,80,54,1013,1012,1009,10,8,1,11,3,,0.00,6,Pioggia-Temporale,178
2012-6-10,23,19,15,17,14,12,100,81,50,1010,1009,1007,10,9,3,10,6,,0.00,6,Pioggia-Temporale,44
2012-6-11,24,19,15,15,14,12,94,79,47,1007,1004,1001,10,10,2,13,5,26,0.00,5,Pioggia-Temporale,352
2012-6-12,21,17,13,15,13,10,100,83,60,1007,1003,1000,10,10,7,11,3,,0.00,5,Pioggia-Temporale,7
2012-6-13,25,18,11,14,9,5,100,60,28,1015,1010,1007,10,10,10,10,5,,0.00,2,,290
2012-6-14,24,17,11,14,12,10,94,69,44,1020,1017,1016,10,10,10,6,3,,0.00,3,,163
2012-6-15,27,20,13,14,13,12,94,64,39,1022,1021,1020,10,10,10,6,3,,0.00,2,,284
2012-6-16,29,22,15,17,15,14,94,65,45,1022,1021,1020,,,,6,3,,0.00,,,321
2012-6-17,30,23,17,19,17,15,94,66,45,1020,1019,1018,,,,6,2,,0.00,,,287
2012-6-18,31,26,20,20,18,14,88,64,43,1019,1018,1016,10,10,10,10,3,,0.00,2,,313
2012-6-19,32,24,17,22,17,13,89,61,31,1018,1016,1015,10,10,10,8,3,,0.00,4,Pioggia,332
2012-6-20,29,24,21,20,19,15,88,70,45,1015,1014,1011,10,10,10,10,3,,0.00,3,Pioggia,337
2012-6-21,30,24,19,19,18,14,94,66,40,1011,1010,1009,10,10,10,8,3,,0.00,3,Pioggia,304
2012-6-22,32,24,17,16,14,10,88,56,26,1016,1014,1012,10,10,10,8,3,,0.00,1,,282
2012-6-23,29,24,19,20,17,15,94,65,45,1020,1018,1016,10,10,2,11,5,,0.00,4,Grandine-Temporale,38
2012-6-24,29,24,19,20,18,16,94,72,48,1020,1018,1014,10,10,10,8,3,,0.00,4,,341
2012-6-25,31,24,18,20,17,10,100,64,34,1014,1012,1009,10,10,10,8,3,,0.00,3,,265
2012-6-26,29,24,20,19,16,10,78,58,42,1018,1016,1013,10,10,10,14,5,,0.00,3,,17
2012-6-27,30,24,18,18,17,15,88,63,43,1020,1018,1016,10,10,10,8,3,,0.00,2,,313
2012-6-28,31,26,21,21,17,14,88,57,37,1016,1015,1013,10,10,10,8,3,,0.00,4,,119
2012-6-29,31,26,20,21,18,16,94,64,46,1016,1014,1014,10,10,10,6,3,,0.00,2,,154
2012-6-30,32,26,19,21,17,14,88,61,35,1017,1015,1014,10,10,10,6,2,,0.00,5,,177
2012-7-1,31,24,19,19,16,13,88,58,33,1015,1014,1013,10,10,10,8,2,,0.00,3,,9
2012-7-2,30,26,20,22,18,16,83,66,45,1015,1013,1011,10,10,10,10,5,,0.00,4,,179
2012-7-3,29,22,16,18,17,15,94,68,42,1016,1014,1012,,,,8,2,,0.00,,,193
2012-7-4,30,23,17,19,17,15,94,70,45,1014,1013,1011,10,10,10,13,3,,0.00,4,Pioggia,292
2012-7-5,30,23,17,18,16,14,94,66,40,1013,1012,1010,10,10,10,10,3,,0.00,2,,227
2012-7-6,29,23,18,19,17,15,94,72,48,1013,1011,1010,10,10,5,14,5,32,0.00,5,Pioggia-Temporale,13
2012-7-7,29,23,18,18,17,13,100,71,37,1014,1013,1013,10,10,10,8,5,,0.00,4,,326
2012-7-8,29,23,18,18,17,13,94,66,42,1013,1012,1011,10,10,10,8,2,,0.00,2,,179
2012-7-9,31,23,17,18,17,14,100,63,37,1013,1011,1010,10,10,10,8,2,,0.00,2,,259
2012-7-10,29,23,18,20,18,17,100,72,48,1013,1012,1011,10,10,10,11,3,,0.00,4,Pioggia-Temporale,37
2012-7-11,29,23,17,20,17,15,94,70,51,1014,1013,1010,10,10,10,11,3,,0.00,3,,289
2012-7-12,30,23,16,17,15,11,94,62,31,1013,1012,1011,10,10,10,10,3,,0.00,3,,286
2012-7-13,30,24,19,19,17,14,83,65,45,1012,1009,1006,10,10,10,10,3,23,0.00,3,Pioggia,174
2012-7-14,29,24,19,19,17,15,83,69,51,1009,1008,1006,10,10,10,11,3,,0.00,5,Pioggia-Temporale,133
2012-7-15,29,23,18,17,11,4,88,50,21,1015,1010,1008,10,10,10,11,5,,0.00,2,,334
2012-7-16,28,22,16,11,5,1,72,33,20,1023,1021,1015,10,10,10,11,6,,0.00,3,,338
2012-7-17,30,21,13,14,11,8,82,51,28,1023,1022,1019,,,,8,5,,0.00,,,274
2012-7-18,31,23,17,15,12,9,73,49,25,1021,1019,1016,,,,10,5,,0.00,,,333
2012-7-19,31,23,16,18,14,11,88,58,35,1017,1013,1010,10,10,10,8,3,,0.00,3,,183
2012-7-20,29,23,17,19,17,16,100,72,51,1013,1011,1010,10,10,7,8,3,,0.00,4,Pioggia-Temporale,168
2012-7-21,29,23,17,19,17,14,100,75,42,1016,1012,1010,10,10,8,16,3,,0.00,3,Pioggia-Grandine-Temporale,45
2012-7-22,28,21,14,16,10,5,94,54,24,1021,1017,1016,10,10,10,11,5,,0.00,1,,37
2012-7-23,27,19,11,13,9,6,94,58,28,1021,1020,1018,10,10,10,8,3,,0.00,3,,280
2012-7-24,30,22,15,16,13,11,82,55,33,1020,1017,1014,10,10,10,10,5,,0.00,4,,309
2012-7-25,32,24,18,18,16,14,88,60,33,1016,1014,1011,10,10,10,13,3,,0.00,5,Temporale,258
2012-7-26,32,24,18,20,18,16,88,66,40,1017,1016,1014,10,10,10,6,3,,0.00,1,,169
2012-7-27,33,26,19,19,17,13,94,60,29,1016,1015,1013,10,10,10,11,3,,0.00,4,,331
2012-7-28,31,26,20,20,17,15,94,64,38,1013,1011,1009,10,10,9,23,5,,0.00,3,Pioggia-Temporale,7
2012-7-29,31,23,17,19,17,12,100,68,31,1012,1010,1009,10,10,10,8,3,,0.00,2,,241
2012-7-30,31,24,18,19,18,16,94,67,40,1015,1014,1012,10,10,10,8,3,,0.00,2,,145
2012-7-31,31,26,20,19,17,15,83,60,38,1018,1016,1015,10,10,10,8,3,,0.00,2,,241
2012-8-1,32,26,19,18,17,14,88,61,35,1018,1016,1014,10,10,10,10,3,,0.00,3,,305
2012-8-2,33,27,21,21,18,14,83,60,31,1015,1014,1012,10,10,10,10,5,,0.00,4,Pioggia-Temporale,296
2012-8-3,32,26,19,21,17,13,100,61,31,1014,1013,1012,10,10,10,8,5,,0.00,4,Pioggia,349
2012-8-4,32,26,19,18,16,13,88,57,38,1014,1013,1011,10,10,10,19,3,,0.00,3,Temporale,339
2012-8-5,31,24,19,20,17,13,94,66,33,1013,1012,1010,10,10,3,11,6,,0.00,3,Pioggia-Temporale,344
2012-8-6,28,22,16,20,19,15,100,83,58,1016,1014,1012,10,9,0,10,5,,0.00,5,Pioggia-Grandine-Temporale,330
2012-8-7,30,22,15,19,13,8,100,61,28,1019,1018,1016,10,10,10,13,6,,0.00,1,,319
2012-8-8,31,23,15,17,14,12,88,59,31,1020,1019,1017,10,10,10,6,3,,0.00,1,,356
2012-8-9,31,24,18,19,16,13,88,60,33,1021,1019,1017,,,,6,3,,0.00,,,303
2012-8-10,30,24,18,18,16,13,88,57,35,1021,1019,1016,10,10,10,6,3,,0.00,2,,124
2012-8-11,30,23,17,17,14,12,88,60,35,1018,1016,1013,10,10,10,8,3,,0.00,2,,292
2012-8-12,27,23,19,18,16,13,83,63,45,1016,1014,1012,10,10,10,10,5,,0.00,3,,110
2012-8-13,29,23,18,18,16,14,94,65,42,1014,1013,1011,10,10,10,6,3,,0.00,2,,189
2012-8-14,30,25,20,18,17,15,88,64,43,1014,1013,1012,10,10,10,8,3,,0.00,3,,196
2012-8-15,31,24,19,19,17,16,88,65,40,1016,1014,1012,10,10,10,8,3,,0.00,3,,2
2012-8-16,31,24,18,19,17,16,88,65,40,1016,1014,1013,10,10,10,10,3,,0.00,3,,155
2012-8-17,32,26,21,20,18,16,88,64,40,1020,1018,1017,10,10,10,8,3,,0.00,2,,217
2012-8-18,33,27,20,20,18,17,94,63,38,1021,1020,1019,,,,8,3,,0.00,,,294
2012-8-19,34,27,21,20,18,14,88,59,34,1023,1022,1020,,,,8,3,,0.00,,,350
2012-8-20,34,27,21,21,19,17,88,61,36,1022,1020,1018,10,10,10,10,3,,0.00,1,,319
2012-8-21,34,28,23,21,18,17,83,56,36,1019,1017,1015,10,10,10,8,3,,0.00,4,,299
2012-8-22,35,29,23,21,18,15,83,55,32,1017,1016,1014,10,10,10,19,3,,0.00,3,Pioggia-Temporale,338
2012-8-23,32,26,20,20,18,16,88,65,38,1017,1015,1013,10,10,10,13,6,,0.00,2,Pioggia-Temporale,3
2012-8-24,32,26,19,21,19,17,88,66,46,1014,1012,1010,10,10,10,8,3,,0.00,4,,138
2012-8-25,31,26,20,21,18,16,94,65,40,1012,1011,1008,10,10,10,11,5,,0.00,3,Pioggia-Temporale,142
2012-8-26,31,23,17,18,8,-1,100,48,13,1016,1011,1009,10,10,10,21,8,,0.00,3,,353
2012-8-27,28,20,13,13,9,1,88,50,23,1022,1020,1017,,,,10,5,,0.00,,,353
2012-8-28,29,21,14,13,11,8,77,54,28,1022,1021,1019,10,10,10,8,3,,0.00,5,,328
2012-8-29,31,23,15,16,13,11,88,57,31,1021,1019,1017,10,10,10,8,3,,0.00,5,,334
2012-8-30,22,20,18,18,16,14,94,75,60,1019,1017,1015,10,10,10,10,5,,0.00,4,Pioggia,358
2012-8-31,23,19,15,17,12,5,94,69,31,1015,1012,1010,10,10,10,16,6,,0.00,5,Pioggia,16
2012-9-1,21,17,13,13,11,8,94,75,46,1020,1015,1012,10,10,4,13,8,,0.00,5,Pioggia-Temporale,2
2012-9-2,24,18,13,16,14,12,100,78,50,1022,1020,1019,10,10,7,11,6,,0.00,6,Pioggia,343
2012-9-3,22,19,17,18,15,12,94,80,56,1020,1017,1015,10,10,4,13,6,,0.00,5,Pioggia,2
2012-9-4,24,20,17,18,17,16,100,83,61,1018,1017,1015,10,9,5,14,3,,0.00,5,Pioggia,302
2012-9-5,27,21,16,18,17,14,100,79,47,1056,1017,1014,10,8,3,10,5,,0.00,4,Pioggia,298
2012-9-6,29,22,15,18,16,13,100,73,39,1021,1019,1016,10,10,10,8,3,,0.00,3,,300
2012-9-7,29,22,16,17,16,13,100,69,37,1024,1022,1020,,,,6,3,,0.00,,,19
2012-9-8,29,23,17,18,16,15,94,72,45,1022,1021,1019,9,9,9,6,3,,0.00,,,332
2012-9-9,29,22,15,17,16,13,100,70,39,1019,1018,1016,9,8,6,8,3,,0.00,,Nebbia,355
2012-9-10,29,21,14,15,13,10,94,59,30,1019,1018,1017,,,,10,3,,0.00,,,306
2012-9-11,29,22,16,17,14,12,88,63,35,1019,1017,1014,10,10,10,8,5,,0.00,2,,335
2012-9-12,23,20,17,19,13,-1,100,72,26,1015,1008,1004,10,9,5,16,5,,0.00,4,Pioggia,12
2012-9-13,23,17,12,2,-1,-3,51,27,19,1011,1007,1005,10,10,10,19,11,,0.00,1,,13
2012-9-14,25,17,8,7,2,-3,76,39,22,1012,1010,1007,,,,11,6,,0.00,,,334
2012-9-15,25,17,8,12,9,6,94,63,36,1017,1013,1011,,,,8,3,,0.00,,,91
2012-9-16,25,18,12,15,11,8,100,65,34,1018,1017,1015,10,10,10,6,3,,0.00,2,Nebbia,113
2012-9-17,25,18,11,13,12,9,94,68,41,1017,1016,1015,10,10,10,6,3,,0.00,2,,355
2012-9-18,25,18,11,15,13,11,100,73,47,1017,1015,1013,10,10,9,6,2,,0.00,6,Nebbia,306
2012-9-19,24,20,17,18,14,-2,100,74,26,1015,1012,1010,10,8,3,10,2,,0.00,5,Nebbia-Pioggia,53
2012-9-20,22,14,8,12,6,-3,87,53,24,1023,1020,1015,10,10,10,13,6,,0.00,2,,83
2012-9-21,21,16,10,9,7,4,87,60,33,1024,1022,1020,10,10,10,6,3,,0.00,5,,24
2012-9-22,23,16,9,13,9,6,93,64,35,1019,1017,1016,10,10,10,6,3,,0.00,5,,18
2012-9-23,22,19,16,17,13,12,100,73,60,1019,1017,1015,10,9,6,8,3,,0.00,6,Pioggia,346
2012-9-24,19,16,12,17,16,12,100,97,78,1015,1008,1004,8,4,0,10,5,,0.00,6,Nebbia-Pioggia-Temporale,312
2012-9-25,21,16,11,17,14,11,100,88,68,1010,1008,1007,10,8,0,10,3,,0.00,5,Nebbia-Pioggia,89
2012-9-26,22,19,17,18,16,13,94,80,68,1009,1008,1005,10,10,6,13,6,,0.00,6,Pioggia,107
2012-9-27,23,19,13,17,14,11,94,76,47,1016,1010,1005,10,10,8,13,6,,0.00,4,Pioggia,123
2012-9-28,22,16,10,13,12,10,100,76,50,1020,1019,1016,10,10,10,6,3,,0.00,4,Nebbia,17
2012-9-29,17,16,15,16,14,14,100,94,88,1020,1018,1015,10,10,3,10,3,,0.00,7,Pioggia,352
2012-9-30,23,19,15,17,15,14,100,86,61,1019,1017,1016,10,10,10,8,2,,0.00,5,,278
2012-10-1,21,18,14,16,14,14,100,84,64,1018,1017,1016,10,10,7,10,3,,0.00,5,Nebbia-Pioggia,350
2012-10-2,23,17,12,15,13,12,100,82,53,1019,1017,1016,10,6,1,8,3,,0.00,2,Nebbia,255
2012-10-3,23,17,11,14,13,11,100,79,50,1019,1018,1017,10,10,10,8,2,,0.00,3,,137
2012-10-4,21,16,12,15,14,11,100,85,60,1018,1017,1016,10,10,8,8,2,,0.00,4,Nebbia,357
2012-10-5,21,16,12,15,13,12,100,85,64,1021,1020,1018,10,10,10,8,3,,0.00,4,Nebbia,357
2012-10-6,23,17,11,15,13,11,100,80,53,1022,1020,1018,10,10,10,6,2,,0.00,4,,355
2012-10-7,23,18,13,15,14,13,100,80,57,1018,1015,1012,10,9,6,6,2,,0.00,4,Nebbia,283
2012-10-8,19,14,10,15,13,10,100,85,68,1019,1017,1015,10,9,6,8,3,,0.00,5,Nebbia,68
2012-10-9,21,17,13,14,13,10,100,84,49,1016,1012,1010,10,10,8,6,2,,0.00,5,Pioggia,17
2012-10-10,20,16,12,14,13,11,100,86,64,1012,1011,1010,8,6,4,6,3,,0.00,5,,39
2012-10-11,17,13,9,15,13,8,100,93,82,1013,1012,1011,6,4,3,6,3,,0.00,6,Nebbia,14
2012-10-12,19,14,11,14,13,11,100,90,68,1013,1011,1010,6,3,0,6,2,,0.00,6,Nebbia,305
2012-10-13,18,13,8,12,10,7,100,82,59,1014,1013,1011,10,9,6,8,5,,0.00,5,Nebbia,357
2012-10-14,16,14,13,13,12,12,94,87,77,1010,1007,1003,10,8,5,10,5,,0.00,7,Pioggia,102
2012-10-15,14,11,8,13,9,2,100,84,54,1007,1003,1000,10,9,4,23,10,,0.00,7,Pioggia,54
2012-10-16,18,10,3,7,4,1,100,73,34,1017,1011,1007,10,10,10,8,2,,0.00,4,Nebbia,289
2012-10-17,14,9,5,10,8,5,100,80,67,1024,1022,1017,10,10,10,8,3,,0.00,5,,352
2012-10-18,18,13,8,12,11,7,100,87,59,1025,1023,1022,10,10,10,6,3,,0.00,5,,336
2012-10-19,18,13,8,12,11,8,100,86,59,1024,1023,1023,10,10,10,8,3,,0.00,5,Nebbia,342
2012-10-20,21,13,6,12,9,6,100,81,49,1024,1022,1020,10,10,10,8,2,,0.00,1,Nebbia,360
2012-10-21,21,14,8,13,11,7,100,80,49,1021,1019,1017,10,10,10,8,3,,0.00,,Nebbia,345
2012-10-22,22,16,10,13,12,9,100,83,50,1020,1019,1018,10,7,6,6,3,,0.00,2,,356
2012-10-23,22,14,8,13,11,8,100,82,46,1021,1020,1019,10,7,5,6,3,,0.00,,Nebbia,4
2012-10-24,20,13,6,12,9,6,100,83,49,1020,1017,1015,8,6,5,6,3,,0.00,,Nebbia,5
2012-10-25,19,12,5,12,8,5,100,83,49,1016,1014,1011,7,5,3,6,2,,0.00,6,Nebbia,3
2012-10-26,13,12,11,13,12,10,100,96,88,1012,1007,997,7,3,1,6,3,,0.00,7,Nebbia-Pioggia,1
2012-10-27,15,12,10,13,11,-1,100,89,47,997,989,986,10,5,1,24,5,,0.00,7,Pioggia,7
2012-10-28,10,7,4,4,2,-3,93,77,40,1004,995,987,10,10,9,23,11,,0.00,7,Pioggia,360
2012-10-29,13,6,-1,4,1,-4,100,74,31,1012,1009,1006,10,9,2,8,5,,0.00,5,Nebbia,95
2012-10-30,9,4,-1,4,1,-2,100,82,62,1013,1012,1011,10,10,10,11,3,,0.00,5,,359
2012-10-31,8,7,5,7,6,4,100,91,76,1012,1006,994,10,9,5,16,5,,0.00,7,Pioggia,350
2012-11-1,14,10,7,9,7,6,100,87,59,1001,995,991,10,9,1,13,6,,0.00,4,Nebbia-Pioggia,312
2012-11-2,16,11,6,10,8,6,100,86,59,1012,1007,1001,10,9,5,6,2,,0.00,4,Nebbia,32
2012-11-3,14,10,7,11,9,7,100,87,67,1014,1013,1012,10,9,4,8,3,,0.00,5,Pioggia,61
2012-11-4,12,11,11,12,11,11,100,100,100,1013,1008,999,6,3,1,6,2,,0.00,7,Pioggia,2
2012-11-5,18,11,4,12,9,2,100,82,52,1009,1001,997,10,9,7,8,5,,0.00,6,Nebbia-Pioggia,257
2012-11-6,17,9,1,5,1,-6,100,60,26,1020,1013,1009,,,,14,5,,0.00,,,349
2012-11-7,15,8,1,2,-2,-6,100,56,29,1028,1025,1020,,,,10,6,,0.00,,,351
2012-11-8,14,7,-1,4,2,-2,100,77,48,1028,1025,1021,10,10,10,8,5,,0.00,4,,3
2012-11-9,16,9,2,9,4,1,100,77,45,1021,1019,1019,10,8,5,10,5,,0.00,6,,1
2012-11-10,10,9,8,10,9,8,100,100,93,1019,1016,1011,10,3,1,10,3,,0.00,7,Nebbia-Pioggia,8
2012-11-11,10,8,5,10,8,5,100,100,94,1018,1011,1007,10,8,3,10,6,,0.00,7,Nebbia-Pioggia,337
2012-11-12,17,10,4,11,9,3,100,90,59,1025,1021,1018,10,9,5,6,2,,0.00,3,Nebbia,319
2012-11-13,17,10,4,12,8,4,100,92,63,1029,1027,1025,10,9,6,8,3,,0.00,3,Nebbia,5
2012-11-14,15,12,9,10,8,6,100,82,55,1029,1027,1026,10,10,10,8,3,,0.00,5,,359
2012-11-15,12,7,3,8,6,3,100,86,62,1025,1023,1021,10,9,5,3,2,,0.00,5,,121
2012-11-16,12,6,0,8,4,0,100,83,58,1023,1022,1021,10,7,3,6,2,,0.00,4,Nebbia,164
2012-11-17,9,4,-1,6,3,-1,100,90,66,1022,1019,1017,6,4,2,8,3,,0.00,6,Nebbia,354
